"id","autor","afiliuje","zatrudniony"
"16386","Nguyen, Ky-Anh","nie","nie"
"16386","Potempa, Jan [SAP11010833]","tak","tak"
"16312","Potempa, Jan [SAP11010833]","tak","tak"
"16312","Gomis-Rüth, F. Xavier","nie","nie"
"16312","Karim, Abdulkarim Y. [SAP14004882]","tak","tak"
"16318","Kantyka, Tomasz [SAP12019964]","nie","tak"
"16318","Shaw, Lindsey N.","nie","nie"
"16318","Potempa, Jan [SAP11010833]","tak","tak"
"16390","Pike, Robert N.","nie","nie"
"16390","Potempa, Jan [SAP11010833]","tak","tak"
"16310","Potempa, Jan [SAP11010833]","tak","tak"
"16310","Shaw, Lindsey N.","nie","nie"
"16363","Potempa, Jan [SAP11010833]","tak","tak"
"16363","Manandhar, Surya P.","nie","nie"
"16721","Korzeniewski, Bernard [SAP11015089]","tak","tak"
"27791","Zawrotniak, Marcin [SAP13903483]","nie","tak"
"27791","Kozik, Andrzej [SAP11010989]","tak","tak"
"27791","Rąpała-Kozik, Maria [SAP11012697]","tak","tak"
"2395","Beldzik, Ewa [USOS7851]","tak","tak"
"2395","Domagalik-Pittner, Aleksandra [SAP14000219]","nie","nie"
"2395","Daselaar, Sander","nie","nie"
"2395","Fąfrowicz, Magdalena [SAP11014939]","nie","nie"
"2395","Froncisz, Wojciech [SAP11004926]","tak","tak"
"2395","Kontrymowicz-Ogińska, Halszka [SAP13905200]","nie","nie"
"2395","Marek, Tadeusz [SAP11007137]","nie","nie"
"2713","Jakubowska, Monika [SAP14001668]","tak","tak"
"2713","Szczygieł, Małgorzata [SAP13902664]","tak","tak"
"2713","Michalczyk-Wetula, Dominika [SAP13902344]","tak","tak"
"2713","Susz, Anna","nie","nie"
"2713","Stochel, Grażyna [SAP11011061]","nie","nie"
"2713","Elas, Martyna [SAP11015756]","tak","tak"
"2713","Fiedor, Leszek [SAP11012795]","tak","tak"
"2713","Urbańska, Krystyna [SAP11009894]","tak","tak"
"8949","Gawlik-Dziki, Urszula","nie","nie"
"8949","Świeca, Michał","nie","nie"
"8949","Dziki, Dariusz","nie","nie"
"8949","Baraniak, Barbara","nie","nie"
"8949","Tomiło, Justyna","nie","nie"
"8949","Czyż, Jarosław [SAP11015316]","tak","tak"
"3069","Jakubowska, Monika [SAP14001668]","tak","tak"
"3069","Śniegocka, Martyna","nie","tak"
"3069","Michalczyk-Wetula, Dominika [SAP13902344]","tak","tak"
"3069","Urbańska, Krystyna [SAP11009894]","tak","tak"
"3069","Susz, Anna","nie","nie"
"3069","Fiedor, Leszek [SAP11012795]","tak","tak"
"3069","Pyka, Janusz [SAP11117259]","tak","tak"
"3069","Płonka, Przemysław [SAP11015581]","tak","tak"
"4043","Milewska, Aleksandra","nie","tak"
"4043","Ciejka, Justyna [USOS35617]","nie","nie"
"4043","Kamiński, Kamil [SAP14003414]","nie","nie"
"4043","Karewicz, Anna [SAP11116721]","nie","nie"
"4043","Bielska, Dorota [USOS846]","tak","tak"
"4043","Żegleń, Sławomir","nie","nie"
"4043","Karolak, Wojciech","nie","nie"
"4043","Nowakowska, Maria [SAP11005597]","nie","nie"
"4043","Potempa, Jan [SAP11010833]","tak","tak"
"4043","Bosch, Berend Jan","nie","nie"
"4043","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"4043","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"3476","Kamiński, Kamil [SAP14003414]","nie","nie"
"3476","Kałaska, Bartłomiej","nie","nie"
"3476","Koczurkiewicz, Paulina [SAP20013377]","nie","nie"
"3476","Michalik, Marta [SAP11010016]","tak","tak"
"3476","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"3476","Mogielnicki, Andrzej","nie","nie"
"3476","Buczko, Włodzimierz","nie","nie"
"3476","Nowakowska, Maria [SAP11005597]","nie","nie"
"4370","Nowak, Paweł [USOS78826]","nie","nie"
"4370","Michalik, Maciej","nie","tak"
"4370","Fiedor, Leszek [SAP11012795]","tak","tak"
"4370","Woźniakiewicz, Michał [SAP11019917]","nie","nie"
"4370","Kościelniak, Paweł [SAP11010982]","nie","nie"
"4618","Loch, Joanna I. [SAP13903467]","nie","nie"
"4618","Bonarek, Piotr [SAP11019221]","tak","tak"
"4618","Polit, Agnieszka [SAP11016972]","tak","tak"
"4618","Świątek, Sylwia","nie","nie"
"4618","Dziedzicka-Wasylewska, Marta [SAP11019137]","tak","tak"
"4618","Lewiński, Krzysztof [SAP11011257]","nie","nie"
"4005","Majzner, Katarzyna [USOS120279]","nie","nie"
"4005","Kaczor, Agnieszka [SAP11018145]","nie","nie"
"4005","Kachamakova-Trojanowska, Neli [SAP12019380]","nie","nie"
"4005","Fedorowicz, Andrzej [SAP14003780]","nie","nie"
"4005","Chłopicki, Stefan [SAP20000969]","nie","nie"
"4005","Barańska, Małgorzata [SAP11016906]","nie","nie"
"3204","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"3204","Kozik, Andrzej [SAP11010989]","tak","tak"
"4491","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"4491","Bocheńska, Oliwia [SAP12019980]","tak","tak"
"4492","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"4492","Ostrowska, Dominika","nie","tak"
"4492","Zając, Dorota","nie","tak"
"4233","Karewicz, Anna [SAP11116721]","nie","nie"
"4233","Bielska, Dorota [USOS846]","nie","nie"
"4233","Łoboda, Agnieszka [SAP11019077]","tak","tak"
"4233","Gzyl-Malcher, Barbara [SAP11015978]","nie","nie"
"4233","Bednar, Jan","nie","nie"
"4233","Józkowicz, Alicja [SAP11114690]","tak","tak"
"4233","Dulak, Józef [SAP11012135]","tak","tak"
"4233","Nowakowska, Maria [SAP11005597]","nie","nie"
"8922","Maresz, Katarzyna J. [SAP12020021]","nie","tak"
"8922","Hellvard, Annelie","nie","nie"
"8922","Sroka, Aneta [SAP12117031]","tak","tak"
"8922","Adamowicz, Karina [SAP14001568]","tak","tak"
"8922","Bielecka, Ewa [USOS61857]","tak","tak"
"8922","Kozieł, Joanna [SAP11018189]","tak","tak"
"8922","Gawron, Katarzyna [SAP14002828]","tak","tak"
"8922","Mizgalska, Danuta [SAP12020224]","tak","tak"
"8922","Marcińska, Katarzyna [SAP20008807]","nie","nie"
"8922","Benedyk, Małgorzata [SAP14000434]","tak","tak"
"8922","Pyrć, Krzysztof [SAP11019543]","tak","tak"
"8922","Quirke, Anne-Marie","nie","nie"
"8922","Jonsson, Roland","nie","nie"
"8922","Alzabin, Saba","nie","nie"
"8922","Venables, Patrick J.","nie","nie"
"8922","Nguyen, Ky-Anh","nie","nie"
"8922","Mydel, Piotr","nie","nie"
"8922","Potempa, Jan [SAP11010833]","tak","tak"
"8923","Kozieł, Joanna [SAP11018189]","tak","tak"
"8923","Potempa, Jan [SAP11010833]","tak","tak"
"8924","Zawrotniak, Marcin","nie","tak"
"8924","Rąpała-Kozik, Maria [SAP11012697]","tak","tak"
"8925","Musialik, Ewa","nie","tak"
"8925","Ryszawy, Damian [SAP14007358]","tak","tak"
"8925","Madeja, Zbigniew [SAP11014709]","tak","tak"
"8925","Korohoda, Włodzimierz [SAP11003391]","tak","tak"
"8926","Żak, Krzysztof","nie","tak"
"8926","Pęcak, Aleksandra [SAP14000944]","nie","tak"
"8926","Rys, Barbara [SAP11006643]","nie","nie"
"8926","Władyka, Benedykt [SAP12119116]","tak","tak"
"8926","Dömling, Alexander","nie","nie"
"8926","Weber, Lutz","nie","nie"
"8926","Holak, Tadeusz [SAP14007479]","nie","nie"
"8926","Dubin, Grzegorz [SAP11019243]","tak","tak"
"8928","Myśliwa-Kurdziel, Beata [SAP11015459]","tak","tak"
"8928","Kruk, Jerzy [SAP11013050]","tak","tak"
"8928","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"8929","Myśliwa-Kurdziel, Beata [SAP11015459]","tak","tak"
"8929","Kruk, Jerzy [SAP11013050]","tak","tak"
"8929","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"6044","Majzner, Katarzyna [USOS120279]","nie","nie"
"6044","Kochan, Kamila [USOS80030]","nie","nie"
"6044","Kachamakova-Trojanowska, Neli [SAP12019380]","nie","nie"
"6044","Maślak, Edyta [SAP14006481]","nie","nie"
"6044","Chłopicki, Stefan [SAP20000969]","nie","nie"
"6044","Barańska, Małgorzata [SAP11016906]","nie","nie"
"8930","Olchawa, Magdalena [SAP14005305]","tak","tak"
"8930","Herrnreiter, Anja M.","nie","nie"
"8930","Skumatz, Christine M. B.","nie","nie"
"8930","Zareba, Mariusz","nie","nie"
"8930","Sarna, Tadeusz [SAP11004925]","tak","tak"
"8930","Burke, Janice M.","nie","nie"
"8932","Piłat, Anna [SAP14005302]","tak","tak"
"8932","Herrnreiter, Anja M.","nie","nie"
"8932","Skumatz, Christine M. B.","nie","nie"
"8932","Sarna, Tadeusz [SAP11004925]","tak","tak"
"8932","Burke, Janice M.","nie","nie"
"8933","Cvetković, Dragan","nie","nie"
"8933","Fiedor, Leszek [SAP11012795]","tak","tak"
"8933","Wiśniewska-Becker, Anna [SAP11013979]","tak","tak"
"8933","Marković, Dejan","nie","nie"
"8934","Paśko, Paweł [SAP20008348]","nie","nie"
"8934","Bukowska-Straková, Karolina [SAP14004912]","tak","tak"
"8934","Gdula-Argasińska, Joanna [SAP20002399]","nie","nie"
"8934","Tyszka-Czochara, Małgorzata [SAP20002237]","nie","nie"
"8935","de Diego, I?aki","nie","nie"
"8935","Veillard, Florian T.","nie","nie"
"8935","Guevara, Tibisay","nie","nie"
"8935","Potempa, Barbara","nie","nie"
"8935","Sztukowska, Maryta","nie","nie"
"8935","Potempa, Jan [SAP11010833]","tak","tak"
"8935","Gomis-Rüth, F. Xavier","nie","nie"
"6497","Karkowska-Kuleta, Justyna [SAP13036970]","tak","tak"
"8937","Bukowski, Michał [USOS11646]","tak","tak"
"8937","Lyzen, Robert","nie","nie"
"8937","Helbin, Weronika M.","nie","tak"
"8937","Bonar, Emilia [SAP11119076]","tak","tak"
"8937","Szalewska-Palasz, Agnieszka","nie","nie"
"8937","Węgrzyn, Grzegorz","nie","nie"
"8937","Dubin, Grzegorz [SAP11019243]","tak","tak"
"8937","Dubin, Adam [SAP11006048]","tak","tak"
"8937","Władyka, Benedykt [SAP12119116]","tak","tak"
"9248","Sarewicz, Marcin [SAP11019911]","tak","tak"
"9248","Dutka, Małgorzata [SAP11115682]","tak","tak"
"9248","Pintscher, Sebastian","nie","nie"
"9248","Osyczka, Artur [SAP11017125]","tak","tak"
"8936","Buchalska, Marta [SAP13037721]","nie","nie"
"8936","Łabuz, Przemysław [SAP13903290]","nie","nie"
"8936","Bujak, Łukasz","nie","nie"
"8936","Szewczyk, Grzegorz [SAP11019437]","tak","tak"
"8936","Sarna, Tadeusz [SAP11004925]","tak","tak"
"8936","Maćkowski, Sebastian","nie","nie"
"8936","Macyk, Wojciech [SAP11116781]","nie","nie"
"29898","Dulak, Józef [SAP11012135]","tak","tak"
"29898","Szade, Krzysztof [SAP14008846]","tak","tak"
"29898","Szade, Agata [SAP14003001]","tak","tak"
"29898","Nowak, Witold [SAP14008673]","tak","tak"
"29898","Józkowicz, Alicja [SAP11114690]","tak","tak"
"9249","Michalczyk-Wetula, Dominika [SAP13902344]","tak","tak"
"9249","Salwiński, Aleksander","nie","tak"
"9249","Popik, Malgorzata","nie","tak"
"9249","Jakubowska, Monika [SAP14001668]","tak","tak"
"9249","Płonka, Przemysław [SAP11015581]","tak","tak"
"8938","Braś, Grażyna [SAP14000003]","tak","tak"
"8938","Bocheńska, Oliwia [SAP12019980]","tak","tak"
"8938","Rąpała-Kozik, Maria [SAP11012697]","tak","tak"
"8938","Guevara Lora, Ibeth [SAP11017332]","tak","tak"
"8938","Faussner, Alexander","nie","nie"
"8938","Kamysz, Wojciech","nie","nie"
"8938","Kozik, Andrzej [SAP11010989]","tak","tak"
"9250","van der Post, Sjoerd","nie","nie"
"9250","Subramani, Durai B.","nie","nie"
"9250","Bäckström, Malin","nie","nie"
"9250","Johansson, Malin E. V.","nie","nie"
"9250","Vester-Christensen, Malene B.","nie","nie"
"9250","Mandel, Ulla","nie","nie"
"9250","Bennett, Eric P.","nie","nie"
"9250","Clausen, Henrik","nie","nie"
"9250","Dahlén, Gunnar","nie","nie"
"9250","Sroka, Aneta [SAP12117031]","tak","tak"
"9250","Potempa, Jan [SAP11010833]","tak","tak"
"9250","Hansson, Gunnar C.","nie","nie"
"8939","Borowczyk, Julia [SAP14001587]","tak","tak"
"8939","Łączna, Eliza [SAP14007363]","tak","tak"
"8939","Sporniak-Tutak, Katarzyna","nie","nie"
"8939","Madeja, Zbigniew [SAP11014709]","tak","tak"
"8939","Drukała, Justyna [SAP11015198]","tak","tak"
"9251","St Denis, Tyler G.","nie","nie"
"9251","Vecchio, Daniela","nie","nie"
"9251","Żądło, Andrzej [SAP13902010]","tak","tak"
"9251","Rineh, Ardeshir","nie","nie"
"9251","Sadasivam, Magesh","nie","nie"
"9251","Avci, Pinar","nie","nie"
"9251","Huang, Liyi","nie","nie"
"9251","Kozińska, Anna [SAP14004095]","tak","tak"
"9251","Chandran, Rakkiyappan","nie","nie"
"9251","Sarna, Tadeusz [SAP11004925]","tak","tak"
"9251","Hamblin, Michael R.","nie","nie"
"8940","Bondy-Carey, Jessica L.","nie","nie"
"8940","Galicia, Johnah","nie","nie"
"8940","Bagaitkar, Juhi","nie","nie"
"8940","Potempa, Jan [SAP11010833]","tak","tak"
"8940","Potempa, Barbara","nie","nie"
"8940","Kinane, Denis F.","nie","nie"
"8940","Veillard, Florian","nie","nie"
"8940","Scott, David A.","nie","nie"
"8941","Berniak, Krzysztof [USOS80531]","tak","tak"
"8941","Rybak, Paulina [SAP14003503]","tak","tak"
"8941","Bernaś, Tytus [SAP11216405]","nie","nie"
"8941","Zarębski, Mirosław [SAP11019075]","tak","tak"
"8941","Biela, Ewa [SAP13036883]","tak","tak"
"8941","Zhao, Hong","nie","nie"
"8941","Darzynkiewicz, Zbigniew","nie","nie"
"8941","Dobrucki, Jerzy W. [SAP11010251]","tak","tak"
"9252","Zhou, Xiao-Yan","nie","nie"
"9252","Gao, Jin-Long","nie","nie"
"9252","Hunter, Neil","nie","nie"
"9252","Potempa, Jan [SAP11010833]","tak","tak"
"9252","Nguyen, Ky-Anh","nie","nie"
"8705","Żabicki, Piotr","nie","nie"
"8705","Kuta, Elżbieta [SAP11007367]","nie","nie"
"8705","Tuleja, Monika [SAP12015374]","nie","nie"
"8705","Rataj, Katarzyna","nie","nie"
"8705","Malec, Przemysław [SAP11013396]","tak","tak"
"8942","Akagi, Jin","nie","nie"
"8942","Kordon, Magdalena","nie","tak"
"8942","Zhao, Hong","nie","nie"
"8942","Matuszek, Anna","nie","nie"
"8942","Dobrucki, Jurek [SAP11010251]","tak","tak"
"8942","Errington, Rachel","nie","nie"
"8942","Smith, Paul J.","nie","nie"
"8942","Takeda, Kazuo","nie","nie"
"8942","Darzynkiewicz, Zbigniew","nie","nie"
"8942","Wlodkowic, Donald","nie","nie"
"9253","Zdybicka-Barabas, Agnieszka","nie","nie"
"9253","Stączek, Sylwia","nie","nie"
"9253","Mak, Paweł [SAP11016637]","tak","tak"
"9253","Skrzypiec, Krzysztof","nie","nie"
"9253","Mendyk, Ewaryst","nie","nie"
"9253","Cytryńska, Małgorzata","nie","nie"
"8745","Ruggiero, Sabrina","nie","nie"
"8745","Cosgarea, Raluca","nie","nie"
"8745","Potempa, Jan [SAP11010833]","tak","tak"
"8745","Potempa, Barbara","nie","nie"
"8745","Eick, Sigrun","nie","nie"
"8745","Chiquet, Matthias","nie","nie"
"9254","Zubko, Maciej","nie","nie"
"9254","Kusz, Joachim","nie","nie"
"9254","Prodan, Albert","nie","nie"
"9254","Šturm, Sašo","nie","nie"
"9254","van Midden, Herman J. P.","nie","nie"
"9254","Bennett, J. Craig","nie","nie"
"9254","Dubin, Grzegorz [SAP11019243]","tak","tak"
"9254","Zupanič, Erik","nie","nie"
"9254","Böhm, Horst","nie","nie"
"8945","Romanowska-Dixon, Bożena [SAP20000260]","nie","nie"
"8945","Elas, Martyna [SAP11015756]","tak","tak"
"8945","Swakoń, Jan","nie","nie"
"8945","Sowa, Urszula","nie","nie"
"8945","Ptaszkiewicz, Marta","nie","nie"
"8945","Szczygieł, Małgorzata [SAP13902664]","tak","tak"
"8945","Krzykawska, Martyna [SAP14004363]","tak","tak"
"8945","Olko, Paweł","nie","nie"
"8945","Urbańska, Krystyna [SAP11009894]","tak","tak"
"8946","Podolak, Irma [SAP20000703]","nie","nie"
"8946","Żmudzki, Paweł [SAP20010962]","nie","nie"
"8946","Koczurkiewicz, Paulina [SAP20013377]","nie","nie"
"8946","Michalik, Marta [SAP11010016]","tak","tak"
"8946","Zajdel, Paweł [SAP20001843]","nie","nie"
"8946","Galanty, Agnieszka [SAP20002165]","nie","nie"
"8943","Aggarwal, Chhavi [SAP11020233]","nie","tak"
"8943","Łabuz, Justyna [SAP13005009]","tak","tak"
"8943","Gabryś, Halina [SAP11007886]","tak","tak"
"8944","Sarna, Michał [SAP14013488]","nie","nie"
"8944","Żądło, Andrzej [SAP13902010]","tak","tak"
"8944","Piłat, Anna [SAP14005302]","tak","tak"
"8944","Olchawa, Magdalena [SAP14005305]","tak","tak"
"8944","Gkogkolou, Paraskevi","nie","nie"
"8944","Burda, Kvetoslava","nie","nie"
"8944","Boehm, Markus","nie","nie"
"8944","Sarna, Tadeusz [SAP11004925]","tak","tak"
"9257","Żurek-Biesiada, Dominika","nie","tak"
"9257","Kędracka-Krok, Sylwia [SAP11016010]","tak","tak"
"9257","Dobrucki, Jerzy [SAP11010251]","tak","tak"
"9256","Grochot-Przęczek, Anna [SAP11019856]","tak","tak"
"9256","Dulak, Józef [SAP11012135]","tak","tak"
"9256","Józkowicz, Alicja [SAP11114690]","tak","tak"
"14344","Grys, Maciej","nie","tak"
"14344","Madeja, Zbigniew [SAP11014709]","tak","tak"
"14344","Korohoda, Włodzimierz [SAP11003391]","tak","tak"
"8750","Strzałka, Wojciech [SAP11018339]","tak","tak"
"8750","Aggarwal, Chhavi [SAP11020233]","nie","nie"
"9258","Grzyb, Joanna M.","nie","nie"
"9258","Solymosi, Katalin","nie","nie"
"9258","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"9258","Myśliwa-Kurdziel, Beata [SAP11015459]","tak","tak"
"14345","Grudnik, Przemysław [SAP14008689]","tak","tak"
"14345","Debowski, Dawid","nie","nie"
"14345","Legowska, Anna","nie","nie"
"14345","Malicki, Stanisław [SAP14003798]","nie","nie"
"14345","Golik, Przemysław [USOS61099]","tak","tak"
"14345","Karna, Natalia","nie","nie"
"14345","Rolka, Krzysztof","nie","nie"
"14345","Dubin, Grzegorz [SAP11019243]","tak","tak"
"14571","Długosz, Maciej [USOS35634]","nie","nie"
"14571","Kwiecień, Anna [SAP20001328]","nie","nie"
"14571","Żmudzki, Paweł [SAP20010962]","nie","nie"
"14571","Bober, Beata [SAP11019461]","tak","tak"
"14571","Krzek, Jan [SAP20001551]","nie","nie"
"14571","Białczyk, Jan [SAP11006567]","tak","tak"
"14571","Nowakowska, Maria [SAP11005597]","nie","nie"
"14571","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"9259","Chorobik, Paulina [SAP13905423]","tak","tak"
"9259","Czaplicki, Dominik [SAP12019892]","tak","tak"
"9259","Ossysek, Karolina","nie","tak"
"9259","Bereta, Joanna [SAP11012315]","tak","tak"
"8947","Podolak, Irma [SAP20000703]","nie","nie"
"8947","Koczurkiewicz, Paulina [SAP20013377]","nie","nie"
"8947","Michalik, Marta [SAP11010016]","tak","tak"
"8947","Galanty, Agnieszka [SAP20002165]","nie","nie"
"8947","Zajdel, Paweł [SAP20001843]","nie","nie"
"8947","Janeczko, Zbigniew [SAP20000699]","nie","nie"
"14569","Kamiński, Ariel [SAP14001351]","tak","tak"
"14569","Chrapusta, Ewelina [USOS78039]","nie","tak"
"14569","Bober, Beata [SAP11019461]","tak","tak"
"14569","Adamski, Michał [USOS94901]","nie","tak"
"14569","Latkowska, Ewa [SAP11019120]","tak","tak"
"14569","Białczyk, Jan [SAP11006567]","tak","tak"
"8954","Jakubowska, Monika [SAP14001668]","tak","tak"
"8954","Michalczyk-Wetula, Dominika [SAP13902344]","tak","tak"
"8954","Pyka, Janusz [SAP11117259]","tak","tak"
"8954","Susz, Anna","nie","nie"
"8954","Urbańska, Krystyna [SAP11009894]","tak","tak"
"8954","Płonka, Beata K. [SAP11016806]","tak","tak"
"8954","Kuleta, Patryk","nie","tak"
"8954","Łącki, Piotr","nie","tak"
"8954","Krzykawska-Serda, Martyna [SAP14004363]","tak","tak"
"8954","Fiedor, Leszek [SAP11012795]","tak","tak"
"8954","Płonka, Przemysław [SAP11015581]","tak","tak"
"8950","Dziga, Dariusz [SAP11017672]","tak","tak"
"8950","Wasylewski, Marcin [SAP11016971]","nie","nie"
"8950","Władyka, Benedykt [SAP12119116]","tak","tak"
"8950","Nybom, Sonja","nie","nie"
"8950","Meriluoto, Jussi","nie","nie"
"9264","Babenko, Viktoria","nie","nie"
"9264","Piejko, Marcin","nie","nie"
"9264","Wójcik, Sławomir","nie","nie"
"9264","Mak, Paweł [SAP11016637]","tak","tak"
"9264","Dzwolak, Wojciech","nie","nie"
"9261","Carroll, Ronan K.","nie","nie"
"9261","Veillard, Florian","nie","nie"
"9261","Gagne, Danielle T.","nie","nie"
"9261","Lindenmuth, Jarrod M.","nie","nie"
"9261","Poręba, Marcin","nie","nie"
"9261","Drąg, Marcin","nie","nie"
"9261","Potempa, Jan [SAP11010833]","tak","tak"
"9261","Shaw, Lindsey N.","nie","nie"
"9260","Gaweł, Kamila","nie","nie"
"9260","Karewicz, Anna [SAP11116721]","nie","nie"
"9260","Bielska, Dorota [USOS846]","nie","nie"
"9260","Szczubiałka, Krzysztof [SAP11014318]","nie","nie"
"9260","Rysak, Katarzyna","nie","nie"
"9260","Bonarek, Piotr [SAP11019221]","tak","tak"
"9260","Nowakowska, Maria [SAP11005597]","nie","nie"
"8951","d'Ischia, Marco","nie","nie"
"8951","Wakamatsu, Kazumasa","nie","nie"
"8951","Napolitano, Alessandra","nie","nie"
"8951","Briganti, Stefania","nie","nie"
"8951","Garcia-Borron, Jose-Carlos","nie","nie"
"8951","Kovacs, Daniela","nie","nie"
"8951","Meredith, Paul","nie","nie"
"8951","Pezzella, Alessandro","nie","nie"
"8951","Picardo, Mauro","nie","nie"
"8951","Sarna, Tadeusz [SAP11004925]","tak","tak"
"8951","Simon, John D.","nie","nie"
"8951","Ito, Shosuke","nie","nie"
"9263","Bocheńska, Oliwia [SAP12019980]","tak","tak"
"9263","Rąpała-Kozik, Maria [SAP11012697]","tak","tak"
"9263","Wolak, Natalia [SAP14004417]","tak","tak"
"9263","Braś, Grażyna [SAP14000003]","tak","tak"
"9263","Kozik, Andrzej [SAP11010989]","tak","tak"
"9263","Dubin, Adam [SAP11006048]","tak","tak"
"9263","Aoki, Wataru","nie","nie"
"9263","Ueda, Mitsuyoshi","nie","nie"
"9263","Mak, Paweł [SAP11016637]","tak","tak"
"9262","Bojko, Monika [SAP11014807]","tak","tak"
"9262","Brzostowska, Klaudia","nie","tak"
"9262","Kuczyńska, Paulina [SAP14006238]","tak","tak"
"9262","Latowski, Dariusz [SAP11020234]","tak","tak"
"9262","Olchawa-Pajor, Monika","nie","tak"
"9262","Krzeszowiec, Weronika [SAP11019460]","tak","tak"
"9262","Waloszek, Andrzej [SAP11014305]","tak","tak"
"9262","Strzałka, Kazimierz [SAP11005130]","tak","tak"
"8952","Jaźwa, Agnieszka [SAP11019832]","tak","tak"
"8952","Stepniewski, Jacek","nie","tak"
"8952","Zamykal, Martin","nie","tak"
"8952","Jagodzinska, Jolanta","nie","tak"
"8952","Meloni, Marco","nie","nie"
"8952","Emanueli, Costanza","nie","nie"
"8952","Józkowicz, Alicja [SAP11114690]","tak","tak"
"8952","Dulak, Józef [SAP11012135]","tak","tak"
"14347","Karabasz, Alicja","nie","tak"
"14347","Bzowska, Monika [SAP11018260]","tak","tak"
"14347","Łukasiewicz, Sylwia [SAP12020173]","tak","tak"
"14347","Bereta, Joanna [SAP11012315]","tak","tak"
"14347","Szczepanowicz, Krzysztof","nie","nie"
"14348","Jaźwa, Agnieszka [SAP11019832]","tak","tak"
"14348","Kasper, Łukasz [SAP20002420]","nie","nie"
"14348","Bąk, Maciej","nie","tak"
"14348","Sobczak, Mateusz","nie","tak"
"14348","Szade, Krzysztof [SAP14003002]","tak","tak"
"14348","Józkowicz, Alicja [SAP11114690]","tak","tak"
"14348","Sładek, Krzysztof [SAP20000234]","nie","nie"
"14348","Dulak, Józef [SAP11012135]","tak","tak"
"14576","Arii, Suzue","nie","nie"
"14576","Tsuji, Kiyomi","nie","nie"
"14576","Tomita, Koji","nie","nie"
"14576","Hasegawa, Masateru","nie","nie"
"14576","Bober, Beata [SAP11019461]","tak","tak"
"14576","Harada, Ken-Ichi","nie","nie"
"8957","Strzałka, Wojciech [SAP11018339]","tak","tak"
"8957","Bartnicki, Filip [SAP14004864]","nie","tak"
"8957","Pels, Katarzyna","nie","tak"
"8957","Jakubowska, Agata [USOS12821]","nie","tak"
"8957","Tsurimoto, Toshiki","nie","nie"
"8957","Tanaka, Katsunori","nie","nie"
"9266","Arodź, Tomasz","nie","nie"
"9266","Płonka, Przemysław [SAP11015581]","tak","tak"
"9265","Augustynowicz, Joanna","nie","nie"
"9265","Kyzioł-Komosińska, Joanna","nie","nie"
"9265","Smoleń, Sylwester","nie","nie"
"9265","Waloszek, Andrzej [SAP11014305]","tak","tak"
"8955","Szade, Krzysztof [SAP14008846]","tak","tak"
"8955","Bukowska-Straková, Karolina [SAP14004912]","tak","nie"
"8955","Nowak, Witold [SAP14008673]","tak","tak"
"8955","Szade, Agata [SAP14003001]","tak","tak"
"8955","Kachamakova-Trojanowska, Neli [SAP12019380]","tak","tak"
"8955","Zukowska, Monika","nie","tak"
"8955","Józkowicz, Alicja [SAP11114690]","tak","tak"
"8955","Dulak, Józef [SAP11012135]","tak","tak"
"8956","Ito, Shosuke","nie","nie"
"8956","Piłat, Anna [SAP14005302]","tak","tak"
"8956","Gerwat, Wolfram","nie","nie"
"8956","Skumatz, Christine M. B.","nie","nie"
"8956","Ito, Miho","nie","nie"
"8956","Kiyono, Atsumi","nie","nie"
"8956","Żądło, Andrzej [SAP13902010]","tak","tak"
"8956","Nakanishi, Yukiko","nie","nie"
"8956","Kolbe, Ludger","nie","nie"
"8956","Burke, Janice M.","nie","nie"
"8956","Sarna, Tadeusz [SAP11004925]","tak","tak"
"8956","Wakamatsu, Kazumasa","nie","nie"
"9272","Kasza, Aneta [SAP11016588]","tak","tak"
"8958","Stępniewski, Jacek","nie","tak"
"8958","Józkowicz, Alicja [SAP11114690]","tak","tak"
"8958","Dulak, Józef [SAP11012135]","tak","tak"
"8960","Skalniak, Łukasz [USOS11781]","tak","tak"
"8960","Koj, Aleksander [SAP13036532]","nie","tak"
"8960","Jura, Jolanta [SAP11017456]","tak","tak"
"9269","Guevara, Tibisay","nie","nie"
"9269","Książek, Mirosław","nie","tak"
"9269","Skottrup, Peter Durand","nie","nie"
"9269","Cerd?-Costa, Núria","nie","nie"
"9269","Trillo-Muyo, Sergio","nie","nie"
"9269","de Diego, I?aki","nie","nie"
"9269","Riise, Erik","nie","nie"
"9269","Potempa, Jan [SAP11010833]","tak","tak"
"9269","Gomis-Rüth, F. Xavier","nie","nie"
"8961","Korohoda, Włodzimierz [SAP11003391]","tak","tak"
"8961","Grys, Maciej","nie","tak"
"8961","Madeja, Zbigniew [SAP11014709]","tak","tak"
"9273","Kantyka, Tomasz [SAP12019964]","tak","tak"
"9273","Pyrć, Krzysztof [SAP11019543]","tak","tak"
