'title','issn','eissn','2008_typ','2008_punkty','2009_typ','2009_punkty','2010_typ','2010_punkty','2011_typ','2011_punkty','2012_typ','2012_punkty','2013_typ','2013_punkty','2014_typ','2014_punkty'
'Body Image','1740-1445','','','0','','0','','0','A','30','A','30','A','30','A','30'
'Body soc','1357-034X','','','0','','0','','0','A','25','A','25','A','30','A','35'
'Bois et forets des tropiques','0006-579X','','','0','','0','','0','','0','','0','A','15','A','15'
'Boletim do Instituto de Pesca','0046-9939','','','0','','0','','0','','0','','0','A','15','A','15'
'Boletim de Ciencias Geodesicas','1982-2170','','','0','','0','','0','','0','','0','A','15','A','15'
'Boletin de la Asociacion de Geografos Espanoles','0212-9426','','','0','','10','A','13','A','15','A','15','A','15','A','15'
'Boletin de la Sociedad Argentina de Botanica','1851-2372','','','0','','0','','0','','0','','0','A','15','A','15'
'Boletin de la sociedad botanica de mexico','0366-2128','','','0','','0','','0','A','15','A','15','A','20','A','15'
'Boletin de la sociedad espanola de ceramica y vidrio','0366-3175','','','20','','20','A','27','A','20','A','20','A','20','A','20'
'Boletin de Malariologia y Salud Ambiental','1690-4648','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas','0717-7917','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bollettino della societa paleontologica italiana','0375-7633','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bollettino di Geofisica Teorica ed Applicata','0006-6729','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bollettino di Storia delle Scienze Matematiche','0392-4432','','','0','','0','','0','','0','','0','A','15','A','15'
'Bone','8756-3282','','','20','','24','A','32','A','35','A','35','A','35','A','35'
'Bone marrow transplantation','0268-3369','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Bonner zoologische monographien','0302-671X','','','0','','0','','0','','0','','0','A','15','B','10'
'Boreal environment research','1239-6095','','','15','','20','A','27','A','25','A','25','A','25','A','20'
'Boreas','0300-9483','','','24','','24','A','32','A','35','A','35','A','35','A','30'
'Bosnian Journal of Basic Medical Sciences','1512-8601','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bosque','0717-9200','','','0','','0','','0','','0','','0','A','15','A','15'
'Boston university law review','0006-8047','','','20','','24','A','32','A','35','A','35','A','30','A','30'
'Botanica helvetica','0253-1453','','','15','','15','A','20','A','20','A','20','A','20','B','10'
'Botanica marina','0006-8055','','','15','','20','A','27','A','25','A','25','A','25','A','25'
'Botanical journal of the linnean society','0024-4074','','','20','','20','A','27','A','25','A','25','A','30','A','30'
'Botanical review','0006-8101','','','20','','20','A','32','A','40','A','40','A','35','A','35'
'Botanical Studies','1817-406X','','','0','','10','A','20','A','20','A','20','A','20','A','20'
'Botany-Botanique','1916-2790','','','0','','0','A','13','A','25','A','25','A','25','A','25'
'Bothalia','0006-8241','','','15','','15','A','20','A','20','A','20','A','20','A','15'
'boundary 2','0190-3659','','','0','','0','','0','C','14','C','14','A','20','A','20'
'Boundary Value Problems','1687-2770','','','0','','15','A','27','','0','','0','A','35','A','30'
'Boundary-layer meteorology','0006-8314','','','0','','0','','0','A','30','A','30','A','30','A','30'
'Brachytherapy','1538-4721','','','0','','0','A','27','A','30','A','30','A','20','A','25'
'Bradleya','0265-086X','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Brain','0006-8950','','','24','','24','A','32','A','50','A','50','A','50','A','50'
'Brain behav evolut','0006-8977','','','0','','0','','0','A','20','A','20','A','30','A','30'
'Brain behavior and immunity','0889-1591','','','20','','24','A','32','A','35','A','35','A','40','A','40'
'Brain cognition','0278-2626','','','0','','0','','0','A','30','A','30','A','30','A','35'
'Brain dev-jpn','0387-7604','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Brain Imaging and Behavior','1931-7557','','','0','','0','','0','A','15','A','15','A','30','A','30'
'Brain Impairment','1443-9646','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Brain injury','0269-9052','','','15','','15','A','20','A','30','A','30','A','30','A','30'
'Brain lang','0093-934X','','','0','','0','','0','A','35','A','35','A','40','A','40'
'Brain pathology','1015-6305','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'Brain res','0006-8993','','','0','','0','','0','A','25','A','25','A','25','A','25'
'Brain research bulletin','0361-9230','','','20','','20','A','27','A','20','A','20','A','20','A','20'
'Brain research reviews','0165-0173','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Brain Stimulation','1935-861X','','','0','','0','A','13','A','40','A','40','A','45','A','45'
'Brain Structure & Function','1863-2653','','','0','','10','A','32','A','45','A','45','A','45','A','45'
'Brain topography','0896-0267','','','15','','15','A','20','A','25','A','25','A','30','A','35'
'Brain Tumor Pathology','1433-7398','','','0','','0','A','13','A','15','A','15','A','20','A','20'
'Bratislava Medical Journal-Bratislavske Lekarske Listy','0006-9248','','','0','','0','','0','A','15','A','15','A','20','A','15'
'Brazilian archives of biology and technology','1516-8913','','','10','','10','A','13','A','20','A','20','A','15','A','15'
'Brazilian journal of biology','1519-6984','','','0','','0','','0','A','15','A','15','A','15','A','20'
'Brazilian journal of chemical engineering','0104-6632','','','15','','15','A','20','A','20','A','20','A','25','A','25'
'Brazilian Journal of Infectious Diseases','1413-8670','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Brazilian journal of medical and biological research','0100-879X','','','15','','15','A','20','A','25','A','25','A','25','A','20'
'Brazilian journal of microbiology','1517-8382','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Brazilian journal of oceanography','1679-8759','','','0','','10','A','13','A','15','A','15','A','15','A','15'
'Brazilian Journal of Otorhinolaryngology','1808-8694','','','0','','0','','0','','0','','0','A','15','A','15'
'Brazilian Journal of Pharmaceutical Sciences','1984-8250','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Brazilian journal of physics','0103-9733','','','10','','10','A','13','A','20','A','20','A','20','A','20'
'Brazilian Journal of Poultry Science','1516-635X','','','0','','0','','0','A','15','A','15','A','20','A','20'
'Brazilian Journal of Probability and Statistics','0103-0752','','','0','','0','','0','','0','','0','A','15','A','15'
'Breast Cancer','1340-6868','','','0','','0','','0','A','25','A','25','A','20','A','20'
'Breast cancer research','1465-542X','','','20','','20','A','32','','0','','0','A','40','A','40'
'Breast cancer research and treatment','0167-6806','','','24','','24','A','32','A','35','A','35','A','35','A','35'
'Breast Care','1661-3791','','','0','','10','A','13','A','15','A','15','A','15','A','15'
'Breast Journal','1075-122X','','','0','','20','A','27','A','25','A','25','A','25','A','25'
'Breastfeeding Medicine','1556-8253','','','0','','0','','0','A','30','A','30','A','30','A','30'
'Breeding science','1344-7610','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Briefings in bioinformatics','1467-5463','','','0','','24','A','32','A','45','A','45','A','50','A','50'
'Briefings in Functional Genomics','2041-2649','','','0','','0','','0','','0','','0','A','35','A','35'
'Brit educ res j','0141-1926','','','0','','0','','0','A','30','A','30','A','35','A','35'
'Brit j clin psychol','0144-6657','','','0','','0','','0','A','30','A','30','A','35','A','35'
'Brit j criminol','0007-0955','','','0','','0','','0','A','30','A','30','A','35','A','35'
'Brit j dev disabil','0969-7950','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Brit j dev psychol','0261-510X','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Brit j educ psychol','0007-0998','','','0','','0','','0','A','35','A','35','A','35','A','30'
'Brit j educ stud','0007-1005','','','0','','0','','0','A','30','A','30','A','30','A','25'
'Brit j educ technol','0007-1013','','','0','','0','','0','A','35','A','35','A','40','A','35'
'Brit j guid couns','0306-9885','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Brit j health psych','1359-107X','','','0','','0','','0','A','30','A','30','A','30','A','35'
'Brit j hist sci','0007-0874','','','0','','0','','0','A','30','A','30','A','30','A','25'
'Brit j manage','1045-3172','','','0','','0','','0','A','30','A','30','A','30','A','30'
'Brit j math stat psy','0007-1102','','','0','','0','','0','A','25','A','25','A','25','A','30'
'Brit j middle e stud','1353-0194','','','0','','0','','0','A','15','A','15','A','20','A','20'
'Brit j philos sci','0007-0882','','','0','','0','','0','A','35','A','35','A','35','A','45'
'Brit j psychol','0007-1269','','','0','','0','','0','A','35','A','35','A','35','A','40'
'Brit j relig educ','0141-6200','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Brit j soc psychol','0144-6665','','','0','','0','','0','A','35','A','35','A','35','A','35'
'Brit j sociol educ','0142-5692','','','0','','0','','0','A','25','A','25','A','30','A','25'
'Brit polit','1746-918X','','','0','','0','','0','A','20','A','20','A','25','A','25'
'Britain and the World','2043-8567','','','0','','0','','0','','0','','0','A','15','A','15'
'British dental journal','0007-0610','','','10','','15','A','20','A','20','A','20','A','20','A','20'
'British Food Journal','0007-070X','','','0','','15','A','20','A','25','A','25','A','20','A','20'
'British journal of anaesthesia','0007-0912','','','20','','24','A','32','A','40','A','40','A','40','A','40'
'British journal of biomedical science','0967-4845','','','10','','10','A','13','A','20','A','20','A','20','A','20'
'British journal of cancer','0007-0920','','','20','','24','A','32','A','35','A','35','A','35','A','35'
'British journal of clinical pharmacology','0306-5251','','','20','','20','A','27','A','30','A','30','A','35','A','35'
'British journal of dermatology','0007-0963','','','24','','24','A','32','A','45','A','45','A','40','A','45'
'British journal of haematology','0007-1048','','','24','','24','A','32','A','35','A','35','A','35','A','40'
'British journal of hospital medicine','1750-8460','','','0','','10','A','13','A','15','A','15','A','15','A','15'
'British journal of industrial relations','0007-1080','','','24','','24','A','32','A','30','A','30','A','30','A','30'
'British Journal of Learning Disabilities','1354-4187','','','0','','0','','0','C','12','C','12','A','15','A','15'
'British Journal of Music Education','0265-0517','','','0','','0','','0','C','14','C','14','A','30','A','15'
'British journal of neurosurgery','0268-8697','','','10','','10','A','13','A','20','A','20','A','20','A','20'
'British journal of nutrition','0007-1145','','','24','','24','A','32','A','35','A','35','A','35','A','35'
'British Journal of Occupational Therapy','0308-0226','','','0','','0','','0','','0','','0','A','20','A','20'
'British journal of ophthalmology','0007-1161','','','24','','24','A','32','A','35','A','35','A','40','A','35'
'British journal of oral & maxillofacial surgery','0266-4356','','','10','','15','A','20','A','25','A','25','A','30','A','20'
'British journal of pharmacology','0007-1188','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'British journal of political science','0007-1234','','','20','','24','A','32','A','40','A','40','A','40','A','40'
'British Journal of Politics & International Relations','1369-1481','','','0','','0','','0','A','30','A','30','A','25','A','30'
'British journal of psychiatry','0007-1250','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'British journal of radiology','0007-1285','','','15','','20','A','27','A','30','A','30','A','25','A','25'
'British journal of social work','0045-3102','','','20','','20','A','27','A','35','A','35','A','30','A','35'
'British journal of sociology','0007-1315','','','24','','24','A','32','A','45','A','45','A','40','A','40'
'British journal of sports medicine','0306-3674','','','24','','24','A','32','A','40','A','40','A','40','A','45'
'British journal of surgery','0007-1323','','','24','','24','A','32','A','50','A','50','A','45','A','50'
'British medical bulletin','0007-1420','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'British medical journal','1756-1833','','','24','','24','A','32','','0','','0','A','45','A','45'
'British poultry science','0007-1668','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Brittonia','0007-196X','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Brodogradnja','0007-215X','','','0','','0','','0','A','15','A','15','A','15','A','20'
'Brookings papers on economic activity','0007-2303','','','24','','24','A','32','A','45','A','45','A','50','A','50'
'Bryologist','0007-2745','','','15','','20','A','27','A','25','A','25','A','20','A','20'
'Buffalo Bulletin','0125-6726','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Buffalo law review','0023-9356','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Building and environment','0360-1323','','','24','','24','A','32','A','35','A','35','A','40','A','40'
'Building research and information','0961-3218','','','20','','20','A','27','A','35','A','35','A','40','A','40'
'Building Services Engineering Research & Technology','0143-6244','','','0','','0','A','27','A','25','A','25','A','25','A','20'
'Building Simulation','1996-3599','','','0','','0','','0','','0','','0','A','25','A','20'
'Bulgarian Chemical Communications','0324-1130','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bulgarian Journal of Agricultural Science','1310-0351','','','0','','0','','0','A','15','A','15','A','15','B','10'
'Bulletin of the Veterinary Institute in Pulawy','0042-4870','','','15','','15','A','20','A','20','A','20','A','20','A','15'
'Bulletin de l academie nationale de medecine','0001-4079','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Bulletin de l academie veterinaire de france','0001-4192','','','0','','0','','0','A','15','A','15','A','15','B','10'
'Bulletin de la societe geologique de france','0037-9409','','','15','','15','A','20','A','20','A','20','A','25','A','20'
'Bulletin de la societe mathematique de france','0037-9484','','','20','','24','A','32','A','25','A','25','A','20','A','25'
'Bulletin des Sciences Mathématiques','0007-4497','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Bulletin du cancer','0007-4551','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie','1220-3874','','','0','','0','','0','A','20','A','20','A','20','A','15'
'Bulletin of Earthquake Engineering','1570-761X','','','0','','24','A','32','A','35','A','35','A','30','A','30'
'Bulletin of economic research','0307-3378','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bulletin of Engineering Geology and the Environment','1435-9529','','','0','','10','A','20','A','15','A','15','A','15','A','20'
'Bulletin of entomological research','0007-4853','','','24','','24','A','32','A','35','A','35','A','35','A','35'
'Bulletin of Environmental Contamination and Toxicology','0007-4861','1432-0800','','10','','10','A','13','A','15','A','15','A','20','A','20'
'Bulletin of experimental biology and medicine','0007-4888','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Bulletin of geosciences','1214-1119','','','0','','0','','0','A','20','A','20','A','20','A','25'
'Bulletin of indonesian economic studies','0007-4918','','','20','','24','A','32','A','25','A','25','A','25','A','20'
'Bulletin of insectology','1721-8861','','','0','','10','A','13','A','20','A','20','A','15','A','20'
'Bulletin of Latin American Research','0261-3050','','','0','','0','','0','','0','','0','A','20','A','20'
'Bulletin of marine science','0007-4977','','','15','','15','A','20','A','25','A','25','A','25','A','25'
'Bulletin of materials science','0250-4707','','','15','','15','A','20','A','25','A','25','A','20','A','25'
'Bulletin of mathematical biology','0092-8240','','','24','','24','A','32','A','30','A','30','A','30','A','25'
'Bulletin of the american mathematical society','0273-0979','','','24','','24','A','32','A','50','A','50','A','50','A','50'
'Bulletin of the american meteorological society','0003-0007','','','24','','24','A','32','A','50','A','50','A','50','A','50'
'Bulletin of the american museum of natural history','0003-0090','','','20','','24','A','32','A','45','A','45','A','35','A','40'
'Bulletin of the Astronomical Society of India','0304-9523','','','0','','0','','0','A','30','A','30','A','15','A','20'
'Bulletin of the atomic scientists','0096-3402','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Bulletin of the Australian Mathematical Society','0004-9727','1755-1633','','10','','10','A','13','A','15','A','15','A','20','A','20'
'Bulletin of the belgian mathematical society-simon stevin','1370-1444','','','10','','10','','0','A','15','A','15','A','15','A','15'
'Bulletin of the brazilian mathematical society','1678-7544','','','15','','15','A','27','A','30','A','30','A','15','A','20'
'Bulletin of the chemical society of ethiopia','1011-3924','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Bulletin of the chemical society of japan','0009-2673','','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Bulletin of the european association of fish pathologists','0108-0288','','','15','','15','A','20','A','15','A','15','A','15','A','15'
'Bulletin of the geological society of denmark','0011-6297','','','10','','10','A','20','A','20','A','20','A','20','A','15'
'Bulletin of the geological society of finland','0367-5211','','','0','','0','','0','A','15','A','15','A','20','A','15'
'Bulletin of the Iranian Mathematical Society','1735-8515','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bulletin of the korean chemical society','0253-2964','','','15','','20','A','27','A','20','A','20','A','20','A','20'
'Bulletin of the Korean Mathematical Society','1015-8634','','','0','','0','','0','A','15','A','15','A','15','A','20'
'Bulletin of the Lebedev Physics Institute','1068-3356','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Bulletin of the London Mathematical Society','0024-6093','1469-2120','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Bulletin of the Malaysian Mathematical Sciences Society','0126-6705','','','0','','0','','0','A','25','A','25','A','30','A','35'
'Bulletin of the menninger clinic','0025-9284','','','10','','15','A','32','A','25','A','25','A','25','A','25'
'Bulletin of the Peabody Museum of Natural History','0079-032X','','','0','','0','','0','B','10','B','10','A','25','A','30'
'Bulletin of the Polish Academy of Sciences-Technical Sciences','0239-7528','','','0','','0','','0','A','30','A','30','A','25','A','25'
'Bulletin of the seismological society of america','0037-1106','','','20','','20','A','27','A','30','A','30','A','30','A','25'
'Bulletin of the world health organization','0042-9686','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Bulletin of volcanology','0258-8900','','','24','','24','A','32','A','35','A','35','A','35','A','35'
'Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz','1436-9990','','','0','','0','','0','A','15','A','15','A','20','A','15'
'Bunseki kagaku','0525-1931','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Burns','0305-4179','','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Bus hist','0007-6791','','','0','','0','','0','A','25','A','25','A','25','A','25'
'Bus hist rev','0007-6805','','','0','','0','','0','A','25','A','25','A','25','A','30'
'Business & Information Systems Engineering','1867-0202','','','0','','0','','0','A','15','A','15','A','20','A','20'
'Business & Society','0007-6503','','','0','','0','','0','A','20','A','20','A','25','A','30'
'Business ethics quarterly','1052-150X','','','20','','20','A','27','A','35','A','35','A','40','A','40'
'Business Ethics-A European Review','0962-8770','','','0','','0','','0','A','25','A','25','A','20','A','25'
'Business horizons','0007-6813','','','0','','0','','0','A','15','A','15','A','20','A','25'
'Business lawyer','0007-6899','','','20','','20','A','27','A','20','A','20','A','20','B','10'
'Business Strategy and the Environment','0964-4733','','','0','','0','','0','','0','','0','A','35','A','35'
'Bwk','1618-193X','','','0','','10','A','13','A','15','A','15','A','15','B','10'
'Ca-a cancer journal for clinicians','0007-9235','','','30','','30','A','40','A','50','A','50','A','50','A','50'
'Cadernos de Saude Publica','0102-311X','','','0','','0','','0','A','20','A','20','A','20','A','20'
'Cadmo','1122-5165','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Cahiers agricultures','1166-7699','','','0','','15','A','20','A','20','A','20','A','20','A','20'
'Cahiers de biologie marine','0007-9723','','','10','','10','A','20','A','20','A','20','A','15','A','15'
'Calcified tissue international','0171-967X','','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Calcolo','0008-0624','','','20','','20','A','27','A','30','A','30','A','25','A','25'
'Calculus of variations and partial differential equations','0944-2669','','','24','','24','A','32','A','35','A','35','A','35','A','40'
'Calidoscopio','1679-8740','','','0','','0','','0','A','15','A','15','A','15','A','15'
'California agriculture','0008-0845','','','0','','0','','0','A','30','A','30','A','30','A','30'
'California cooperative oceanic fisheries investigations reports','0575-3317','','','10','','10','A','20','A','30','A','30','A','25','A','25'
'California fish and game','0008-1078','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'California law review','0008-1221','','','24','','24','A','32','A','40','A','40','A','40','A','40'
'California management review','0008-1256','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Calphad-computer coupling of phase diagrams and thermochemistry','0364-5916','','','24','','24','A','32','A','30','A','30','A','25','A','25'
'Cambridge journal of economics','0309-166X','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Cambridge Journal of Education','0305-764X','','','0','','0','','0','C','12','C','12','A','15','A','15'
'Cambridge Journal of Regions Economy and Society','1752-1378','','','0','','0','','0','','0','','0','A','35','A','35'
'Cambridge quarterly of healthcare ethics','0963-1801','','','10','','10','A','20','A','15','A','15','A','15','A','15'
'Cambridge Review of International Affairs','0955-7571','','','0','','0','','0','A','15','A','15','A','15','A','20'
'Can mod lang rev','0008-4506','','','0','','0','','0','A','25','A','25','A','25','A','30'
'Canadian association of radiologists journal-journal de l association canadienne des radiologistes','0846-5371','','','0','','10','','0','A','15','A','15','A','15','A','15'
'Canadian entomologist','0008-347X','','','20','','0','A','27','A','20','A','20','A','25','A','25'
'Canadian family physician','0008-350X','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Canadian geographer-geographe canadien','0008-3658','','','10','','0','A','20','A','20','A','20','A','20','A','20'
'Canadian geotechnical journal','0008-3674','','','20','','20','A','27','A','20','A','20','A','25','A','25'
'Canadian journal of administrative sciences-revue canadienne des sciences de l administration','0825-0383','','','0','','10','','0','A','15','A','15','A','20','A','15'
'Canadian journal of agricultural economics-revue canadienne d agroeconomie','0008-3976','','','10','','10','','0','A','25','A','25','A','25','A','20'
'Canadian Journal of Anesthesia-Journal canadien d anesthesie','0832-610X','','','0','','0','','0','A','25','A','25','A','25','A','30'
'Canadian journal of animal science','0008-3984','','','15','','15','A','20','A','25','A','25','A','25','A','30'
'Canadian journal of behavioural science-revue canadienne des sciences du comportement','0008-400X','','','0','','20','A','27','A','20','A','20','A','20','A','25'
'Canadian journal of cardiology','0828-282X','','','15','','15','A','20','A','25','A','25','A','30','A','30'
'Canadian journal of chemical engineering','0008-4034','','','15','','15','A','20','A','20','A','20','A','25','A','25'
'Canadian journal of chemistry-revue canadienne de chimie','0008-4042','','','20','','20','A','27','A','25','A','25','A','20','A','20'
'Canadian journal of civil engineering','0315-1468','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Canadian journal of criminology and criminal justice','1707-7753','','','15','','15','A','20','A','20','A','20','A','20','A','15'
'Canadian journal of development studies-revue canadienne d etudes du developpement','0225-5189','','','0','','10','A','13','A','15','A','15','A','15','A','15'
'Canadian Journal of Diabetes','1499-2671','','','0','','0','','0','A','30','A','30','A','15','A','15'
'Canadian journal of dietetic practice and research','1486-3847','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Canadian journal of earth sciences','0008-4077','','','15','','15','A','20','A','25','A','25','A','20','A','20'
'Canadian journal of economics-revue canadienne d economique','0008-4085','','','20','','20','A','27','A','25','A','25','A','25','A','25'
'Canadian journal of electrical and computer engineering-revue canadienne de genie electrique et informatique','0840-8688','','','0','','15','A','20','A','15','A','15','A','15','A','15'
'Canadian Journal of Emergency Medicine','1481-8035','','','0','','0','','0','A','30','A','30','A','20','A','25'
'Canadian journal of experimental psychology-revue canadienne de psychologie experimentale','1196-1961','','','0','','15','','0','A','20','A','20','A','15','A','15'
'Canadian journal of fisheries and aquatic sciences','0706-652X','','','24','','24','A','32','A','40','A','40','A','40','A','35'
'Canadian journal of forest research-revue canadienne de recherche forestiere','0045-5067','','','0','','24','A','32','A','35','A','35','A','35','A','35'
'Canadian journal of gastroenterology','0835-7900','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Canadian Journal of Infectious Diseases & Medical Microbiology','1712-9532','','','0','','0','','0','A','20','A','20','A','20','A','15'
'Canadian journal of information and library science-revue canadienne des sciences de l information et de bibliotheconomie','1195-096X','','','0','','15','A','20','A','15','A','15','A','15','A','15'
'Canadian Journal of Mathematics','0008-414X','1496-4279','','0','','0','','0','A','30','A','30','A','25','A','30'
'Canadian journal of microbiology','0008-4166','','','15','','15','A','20','A','15','A','15','A','20','A','15'
'Canadian journal of neurological sciences','0317-1671','','','15','','15','A','20','A','20','A','20','A','20','A','15'
'Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie','0008-4174','','','0','','0','','0','','0','','0','A','15','A','15'
'Canadian journal of ophthalmology-journal canadien d ophtalmologie','0008-4182','','','10','','15','A','20','A','20','A','20','A','20','A','20'
'Canadian journal of physics','0008-4204','','','15','','15','A','20','A','25','A','25','A','20','A','20'
'Canadian journal of physiology and pharmacology','0008-4212','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Canadian journal of plant pathology','0706-0661','','','0','','0','','0','A','25','A','25','A','20','A','20'
'Canadian journal of plant science','0008-4220','','','10','','15','A','20','A','20','A','20','A','25','A','25'
'Canadian Journal of Plastic Surgery','1195-2199','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Canadian journal of political science-revue canadienne de science politique','0008-4239','','','10','','10','A','13','A','20','A','20','A','15','A','20'
'Canadian journal of psychiatry-revue canadienne de psychiatrie','0706-7437','','','24','','24','A','32','A','35','A','35','A','30','A','30'
'Canadian journal of public health-revue canadienne de sante publique','0008-4263','','','15','','15','A','20','A','25','A','25','A','25','A','20'
'Canadian journal of remote sensing','1712-7971','','','15','','15','A','20','A','25','A','25','A','20','A','25'
'Canadian journal of sociology-cahiers canadiens de sociologie','0318-6431','','','15','','20','A','27','A','20','A','20','A','15','A','15'
'Canadian journal of soil science','0008-4271','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Canadian journal of statistics-revue canadienne de statistique','0319-5724','','','15','','15','A','20','A','25','A','25','A','20','A','20'
'Canadian journal of surgery','0008-428X','','','10','','15','A','20','A','20','A','20','A','25','A','25'
'Canadian Journal of Urology','1195-9479','','','0','','0','','0','A','15','A','15','A','15','A','15'
'Canadian journal of veterinary research-revue canadienne de recherche veterinaire','0830-9000','','','0','','20','','0','A','30','A','30','A','30','A','30'
'Canadian journal of zoology-revue canadienne de zoologie','0008-4301','','','20','','20','A','27','A','35','A','35','A','30','A','30'
'Canadian journal on aging-revue canadienne du vieillissement','0714-9808','','','10','','15','A','20','A','20','A','20','A','20','A','20'
'Canadian Mathematical Bulletin','0008-4395','1496-4287','','0','','0','','0','A','15','A','15','A','15','A','15'
'Canadian medical association journal','0820-3946','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Canadian metallurgical quarterly','0008-4433','','','15','','15','A','20','A','20','A','20','A','20','A','20'
'Canadian mineralogist','0008-4476','','','20','','0','A','27','A','20','A','20','A','20','A','20'
'Canadian psychology-psychologie canadienne','0708-5591','','','15','','0','A','20','A','25','A','25','A','30','A','30'
'Canadian public administration-administration publique du canada','0008-4840','','','10','','10','A','13','A','15','A','15','A','15','A','15'
'Canadian public policy-analyse de politiques','0317-0861','','','10','','10','A','13','A','15','A','15','A','20','A','20'
'Canadian Respiratory Journal','1198-2241','','','0','','0','','0','A','15','A','15','A','20','A','20'
'Canadian Review of Sociology-Revue Canadienne de Sociologie','1755-6171','','','0','','0','A','13','A','20','A','20','A','20','A','20'
'Canadian Studies in Population','0380-1489','','','0','','0','','0','','0','','0','A','15','A','15'
'Canadian veterinary journal-revue veterinaire canadienne','0008-5286','','','15','','20','A','27','A','30','A','30','A','25','A','25'
'Canadian Water Resources Journal','0701-1784','','','0','','0','','0','A','20','A','20','A','15','A','25'
'Cancer','0008-543X','','','24','','24','A','32','A','40','A','40','A','40','A','35'
'Cancer and metastasis reviews','0167-7659','','','24','','24','A','32','A','45','A','45','A','45','A','45'
'Cancer biology & therapy','1538-4047','','','20','','20','A','27','A','30','A','30','A','30','A','30'
'Cancer Biomarkers','1574-0153','','','0','','0','','0','A','25','A','25','A','15','A','20'
'Cancer biotherapy and radiopharmaceuticals','1084-9785','','','20','','20','A','27','A','20','A','20','A','20','A','20'
'Cancer causes & control','0957-5243','','','24','','24','A','32','A','35','A','35','A','35','A','35'
'Cancer cell','1535-6108','','','24','','24','A','32','A','50','A','50','A','50','A','50'
'Cancer Cell International','1475-2867','','','0','','0','','0','','0','','0','A','25','A','20'
'Cancer chemotherapy and pharmacology','0344-5704','','','20','','20','A','27','A','30','A','30','A','30','A','25'
'Cancer Control','1073-2748','','','0','','0','','0','','0','','0','A','30','A','25'
'Cancer cytopathology','1934-662X','','','15','','0','A','27','A','30','A','30','A','35','A','35'
'Cancer Discovery','2159-8274','','','0','','0','','0','','0','','0','A','45','A','45'
'Cancer Epidemiology','1877-7821','','','0','','0','','0','A','15','A','15','A','30','A','30'
